title,username,text,clean_text,sentiment
Rise,CenayangFilm,"Use the Jedimaster coupon code at @taveloka, you can get a 50% discount for purchasing Star Wars tickets: The Rise of Skywalker.   Click immediately! https://t.co/ymqxoxzoei",use the jedimaster coupon code at you can get a 50 discount for purchasing star wars tickets the rise of skywalker click immediately!,Neutral
Layar,teppy87,Seon-ho's dimples have a pellet. Ancur every smile kayak out of the sugar from the screen.,seon ho s dimples have a pellet ancur every smile kayak out of the sugar from the screen,Negative
Seasons,djaycoholyc,Want to join the Hype Stranger Things but have stopped watching in season 1 🥲,want to join the hype stranger things but have stopped watching in season 1,Negative
Seasons,HabisNontonFilm,"It turns out that Modern Love is so many episodes in Prime Video.   What amrik already has 2 seasons, then there are Mumbai, Tokyo, and the new one: Amsterdam.   Has anyone named everything? Which is your favorite? https://t.co/awldlzuuj8",it turns out that modern love is so many episodes in prime video what amrik already has 2 seasons then there are mumbai tokyo and the new one amsterdam has anyone named everything? which is your favorite?,Negative
Forgotten,winseulbear,"People ""this knows Gakya if the atonement is' 'plot twist' 'is more bawank and more asu than the invisible guest ?? Atonement does not get a Spotlight BCS Twist is not the thriller kek forgotten gtu huh ?? Sad:')",people this knows gakya if the atonement is plot twist is more bawank and more asu than the invisible guest ?? atonement does not get a spotlight bcs twist is not the thriller kek forgotten gtu huh ?? sad,Negative
Buya Hamka,HabisNontonFilm,"Vino G. Bastian as Buya Hamka.  There are Laudya Cynthia Bella, Mawar De Jongh, Desy Ratnasari, Donny Damara and .... Reza Rahadian too.  Still coming soon. https://t.co/xvjewpmehm",vino g bastian as buya hamka there are laudya cynthia bella mawar de jongh desy ratnasari donny damara and reza rahadian too still coming soon,Negative
Seasons,MovieManID,"Starting episode 1 of the styles of the Raid Banget. The premise is also okay, Mas @iko_uwais is also as good as the character here.  It is possible to come up with a season 1 😊 #wassasins https://t.co/wcylkitaqb",starting episode 1 of the styles of the raid banget the premise is also okay mas is also as good as the character here it is possible to come up with a season 1,Positive
Seasons,WatchmenID,"Attending the last 2 wolf premiere series 2, is there anyone waiting for the season 2 ni series? https://t.co/srhzf17wfq",attending the last 2 wolf premiere series 2 is there anyone waiting for the season 2 ni series?,Negative
Seasons,djaycoholyc,"The love bonds are already episode 731 if in the US, this primetime is already ... 33 season (with 1 season 22 episodes) 33 years",the love bonds are already episode 731 if in the us this primetime is already 33 season with 1 season 22 episodes 33 years,Negative
Layar,CenayangFilm,@pandji thank you for uniting on one screen,thank you for uniting on one screen,Positive
Seasons,CenayangFilm,@Herrysis @aggretsuko oia ... I want to have a new season,oia i want to have a new season,Positive
Hunger,arulfittron,Oke 𝑂𝑖 @eterribi: Oirough RTleek: Sido’s dunge beliefs? @scotterbru.,oke oirough rtleek sido s dunge beliefs?,Negative
Rise,arulfittron,Watching: G.I.Joe: Rise of the Cobra. Warm up before the second.,watching g i joe rise of the cobra warm up before the second,Positive
Seasons,ErikDavis,Last season I did not watch one second of GAME OF THRONES footage before the season began. This season I will attempt the same.,last season i did not watch one second of game of thrones footage before the season began this season i will attempt the same,Negative
Seasons,slashfilm,Here's a fresh batch of character posters for #StarTrek: #StrangeNewWorlds. Season 2 premieres June 15 on #ParamountPlus. (1/2) https://t.co/QtkiQATNP2,here s a fresh batch of character posters for season 2 premieres june 15 on 1 2,Positive
Triple Frontier,moviemenfes,"/mvs/let's watch triple frontier, there are oscar Isaac, Pedro Pascal, Ben Affleck, Charlie Hunnam https://t.co/859eql8f1t",mvs let s watch triple frontier there are oscar isaac pedro pascal ben affleck charlie hunnam,Positive
Seasons,ScreenSaversID,"Season 7 Game of Thrones ""will begin more late than the usual schedule: https://t.co/upyndfkzpv via @abcnews""",season 7 game of thrones will begin more late than the usual schedule via,Negative
65,TarizSolis,"@Soby79 My Prediction will stop at 50-65 thousand spectators. If the word of mouth is fast, it might be 100,000.",my prediction will stop at 50 65 thousand spectators if the word of mouth is fast it might be 100 000,Negative
Layar,commaditya,"6. No matter how level your production, you want to be a big screen or youtube, file management should not be underestimated.",6 no matter how level your production you want to be a big screen or youtube file management should not be underestimated,Negative
A Classic Horror Story,HabisNontonFilm,"A Classic Horror Story is very fitting for those who like horror the theme of bloody rituals with eyes, ear slices, foot fractures, etc.

But it doesn't feel scary anymore when I entered the twist. What really?! Meh! https://t.co/w5bzrjbnmq",a classic horror story is very fitting for those who like horror the theme of bloody rituals with eyes ear slices foot fractures etc but it doesn t feel scary anymore when i entered the twist what really?! meh!,Negative
Seasons,akstanwyck,"‘Abstract: The Art of Design’ Review: All The Season 1 Episodes, Ranked https://t.co/89JgaCjrcK via @indiewire",abstract the art of design review all the season 1 episodes ranked via,Positive
Seasons,GilaFilmID,"Yeah, the audience was disappointed. With the crushed season 2. We need a rust duet (Matthew Mcc ... https://t.co/kymqk1pgtw https://t.co/conou99xqt",yeah the audience was disappointed with the crushed season 2 we need a rust duet matthew mcc,Negative
Layar,arulfittron,@danielderdokter as well as Dog Eat Dog in Surabaya that doesn't work. Cut many screens,as well as dog eat dog in surabaya that doesn t work cut many screens,Negative
Seasons,HabisNontonFilm,"@pputrays yes, starting to realize that the concept of binge watch one full season does not make the content constantly talking about.",yes starting to realize that the concept of binge watch one full season does not make the content constantly talking about,Negative
Seasons,hafilova,@Armsalim is it only 3 episodes per season?,is it only 3 episodes per season?,Negative
Paradise,moviemenfes,"/mvs/ The Invisible Guest parahsi, bagi pencinta plot twist this movie is paradise wkwkwkwkwk",mvs the invisible guest parahsi bagi pencinta plot twist this movie is paradise wkwkwkwkwk,Negative
Lightyear,ErikDavis,"What was the movie that Andy saw when we made Toy Story?Why don't we just make that movie?"" @Fandango spoke w/ LIGHTYEAR director Angus MacLane about the inspiration behind the @Pixar film, its cool spaceships &amp  how Chris Evans wound up voicing Buzz. https://t.co/HwZ1l2u50L https://t.co/f8saPyK42B""",what was the movie that andy saw when we made toy story?why don t we just make that movie? spoke w lightyear director angus maclane about the inspiration behind the film its cool spaceships amp how chris evans wound up voicing buzz,Negative
Haunted Mansion,slashfilm,I'm gonna move into A house without windows So I won't see you walking by Walking by with your new love.  #HauntedMansion   https://t.co/QqUozaPu4Z,i m gonna move into a house without windows so i won t see you walking by walking by with your new love,Negative
AKA,ScreenSaversID,"Doctor Doom at Fantastic Four Reboot will be played by Toby Kebbell Aka. Koba Di Dawn of the Planet of the Apes "". Http://t.co/nf0cxlrzr3""",doctor doom at fantastic four reboot will be played by toby kebbell aka koba di dawn of the planet of the apes,Positive
Seasons,djaycoholyc,Season 6b #suits are open.  Everything looks like a joint.,season 6b are open everything looks like a joint,Positive
Layar,commaditya,"@Kuntoajiw the distraction is a lot. Now we watch it at home, use a laptop cellphone/screen. It's too easy to move haha.",the distraction is a lot now we watch it at home use a laptop cellphone screen it s too easy to move haha,Negative
Kal,danieldokter,"Yes it is a bit of a tradition. All those who are more daring to kayak ok jaanu/o kadhal kanmani, before, love aaj kal too.",yes it is a bit of a tradition all those who are more daring to kayak ok jaanu o kadhal kanmani before love aaj kal too,Positive
Seasons,slashfilm,"Rot, decay, and destruction hang heavily over #TheCrown season 5.   Read /Film's review: https://t.co/2b162s7G7J https://t.co/AETbbAeaH9",rot decay and destruction hang heavily over season 5 read film s review,Negative
Seasons,slashfilm,It doesn't get much more throwback than this epic poster for #BookofBobaFett. The season finale drops tomorrow on #DisneyPlus. https://t.co/7lm92YXx8s,it doesn t get much more throwback than this epic poster for the season finale drops tomorrow on,Negative
Seasons,djaycoholyc,@amrazing further. Season 2 is still early next year 😂😂😂😂,further season 2 is still early next year,Positive
You People,ErikDavis,"Also, for as much as Keaton doesn’t get it, he really does get it: “But it has become a giant thing, culturally. It’s iconic. So I have even more respect for it because what do I know? This is a big deal in the world to people. You’ve got to honor that and be respectful of that.” https://t.co/PE6Bfn5h9a",also for as much as keaton doesn t get it he really does get it but it has become a giant thing culturally it s iconic so i have even more respect for it because what do i know? this is a big deal in the world to people you ve got to honor that and be respectful of that,Positive
Seasons,WatchmenID,"Arguably the Killing Eve Season 3 is the most serious ""of the previous 2 seasons. Here also finally we are told more about the past of Villannel and how he can be a"" crazy "". Https://t.co/0f69zadktd""",arguably the killing eve season 3 is the most serious of the previous 2 seasons here also finally we are told more about the past of villannel and how he can be a crazy,Positive
Layar,danieldokter,"In Malaysia the film that slightly leads to the sexual/erotic elements immediately makes a scene, while here instead began to look shifting in that direction, not a big screen horror, not webseries drama. Especially if you look at the history of the subgenre & amp trend 90s. Ghost Island alone there are 3 films 🤦‍♂️",in malaysia the film that slightly leads to the sexual erotic elements immediately makes a scene while here instead began to look shifting in that direction not a big screen horror not webseries drama especially if you look at the history of the subgenre amp trend 90s ghost island alone there are 3 films,Neutral
Thor- Love and Thunder,moviemenfes,MVS Presale Thor Love and Thunder When does it start at Indo?,mvs presale thor love and thunder when does it start at indo?,Negative
Black Panther- Wakanda Forever,bicaraboxoffice,"Black Panther: Wakanda Forever Dom Finish Range $ 445-590m, Bibo said it was not possible under Gopek. In fact, it can penetrate 600. Dom: Int maybe 45:55 like Thor 4 (Still No China In Sight). So finishing above $ 1B is really easy. I'm saying $ 1.45b+ worldwide. https://t.co/ivvkwqfrh7",black panther wakanda forever dom finish range 445 590m bibo said it was not possible under gopek in fact it can penetrate 600 dom int maybe 45 55 like thor 4 still no china in sight so finishing above 1b is really easy i m saying 1 45b worldwide,Negative
World's Best,BFI,"Discover the world's best new films, series and immersive storytelling at BFI London Film Festival (5-16 October). https://t.co/0EEgSJ9hEK  #LFF https://t.co/161RmhAj2d",discover the world s best new films series and immersive storytelling at bfi london film festival 5 16 october,Positive
AKA,danieldokter,@fr4n53sck4 same. Tweet aka if someone is dumbfounded later :),same tweet aka if someone is dumbfounded later,Negative
Seasons,moviemenfes,"MVS How to Train Your Dragon is the last season, the ending isn't hanging right? just want to nnton",mvs how to train your dragon is the last season the ending isn t hanging right? just want to nnton,Negative
Seasons,BFI,"We are excited to announce, that after its #LFF premiere, SCALA!!! will be released in UK cinemas on 5 Jan 2024 (with accompanying season at BFI Southbank), and on BFI Player and Blu-ray from 22 Jan. https://t.co/K6iWj8nDwv",we are excited to announce that after its premiere scala!!! will be released in uk cinemas on 5 jan 2024 with accompanying season at bfi southbank and on bfi player and blu ray from 22 jan,Positive
Seasons,BFI,Fancy winning a film pass to our upcoming Ginger Rogers season AND a £50 @AlfiesAntiques voucher? Enter today! https://t.co/n1RmBwkSh1,fancy winning a film pass to our upcoming ginger rogers season and a 50 voucher? enter today!,Positive
Seasons,slashfilm,Looking to kick off the holiday season early? Here's where you can watch all of the feature-length versions of How The Grinch Stole Christmas.   Click the image below for the details! 👇  https://t.co/6fnvBkqFN6,looking to kick off the holiday season early? here s where you can watch all of the feature length versions of how the grinch stole christmas click the image below for the details!,Negative
Seasons,GilaFilmID,"One of the most prominent developmental development in this second season is the character of Jeetu Bhaiya who is very sure you are increasingly like the character in the first season is only a supporting character, in the second season given more portions, given POV itself. https://t.co/hoqkifhjfh",one of the most prominent developmental development in this second season is the character of jeetu bhaiya who is very sure you are increasingly like the character in the first season is only a supporting character in the second season given more portions given pov itself,Positive
Seasons,djaycoholyc,"This afternoon I also took Sex Education Season 2. Overall, I prefer season 2 rather than season 1.   More ... just enter the story and the development of the character.",this afternoon i also took sex education season 2 overall i prefer season 2 rather than season 1 more just enter the story and the development of the character,Negative
Rise,slashfilm,'Star Wars: The Rise of Skywalker' Was Specifically Crafted to Solidify Leia's Legacy in the Saga https://t.co/RxQf57PA8m https://t.co/tYIdTKQqGz,star wars the rise of skywalker was specifically crafted to solidify leia s legacy in the saga,Positive
Seasons,hafilova,@Cephiel @kanganfield93 I Walking Dead has kissed the geje so it starts to withdraw since season 4.,i walking dead has kissed the geje so it starts to withdraw since season 4,Negative
Seasons,BFI,Your favourite blockbusters are back on the big screen! Don’t miss our Spielberg season: https://t.co/mWE8em1FDs https://t.co/NMazvI29Ky,your favourite blockbusters are back on the big screen! don t miss our spielberg season,Positive
Seasons,alisonwillmore,"I don't tend to be much of a true crime person, but season two of IN THE DARK is very good and I need more people to listen so that I have people to talk about it with https://t.co/9WGmuvXs7s",i don t tend to be much of a true crime person but season two of in the dark is very good and i need more people to listen so that i have people to talk about it with,Positive
Noise,akstanwyck,"@mattsinger it's spam. I don't want to be advertised to in my twitterfeed. Too much noise and clutter, always looking to cut.",it s spam i don t want to be advertised to in my twitterfeed too much noise and clutter always looking to cut,Negative
Seasons,BFI,"On Tue 2 Sep, @BritBlacklist founder Akua Gyamfi and @WomenOfTheLens founder director Jennifer Robinson will join us for Trailblazer: The Rise of Angela Bassett at #BFISouthbank, hosted by season programmer @JanaSante of #ThinkCinematic https://t.co/HrUlq5FXC8 https://t.co/OMNIedPrMW",on tue 2 sep founder akua gyamfi and founder director jennifer robinson will join us for trailblazer the rise of angela bassett at hosted by season programmer of,Positive
The Little Mermaid,hafilova,"The latest appearance of The Little Mermaid.   May 26, 2023 https://t.co/qetvsp1mfo",the latest appearance of the little mermaid may 26 2023,Positive
Bird Box- Barcelona,slashfilm,The latest trailer for Bird Box: Barcelona is here in all its scary glory. https://t.co/WGGDOBwUVU,the latest trailer for bird box barcelona is here in all its scary glory,Positive
Hello Ghost,hafilova,"The ending is Hello Ghost ""Bagussss !! *Nangisuasaut *Barunonton""",the ending is hello ghost bagussss !! nangisuasaut barunonton,Negative
Layar,danieldokter,"Wow, it can be a cool hampers from @kwikkucom and in it there is also a #Alifarighi Fallen Novel that is being appointed to the big screen by @falconpictures_ 👍. https://t.co/ngdvwguxjc",wow it can be a cool hampers from and in it there is also a fallen novel that is being appointed to the big screen by,Positive
Layar,CenayangFilm,Yak is full.  Those who get later will be announced. Who can't get again at @screensaversid @moviexplorers @nontonjkt @layar_tancep,yak is full those who get later will be announced who can t get again at,Positive
Layar,danieldokter,This lack of screen seems. In Medan only in CGV/Cinepolis while XXI is in the suburbs which should not be the share of the listener Whitney Houston.,this lack of screen seems in medan only in cgv cinepolis while xxi is in the suburbs which should not be the share of the listener whitney houston,Negative
Ant-Man and the Wasp- Quantumania,WatchmenID,"Okay, here is our review for Ant-Man and the Wasp: Quantumania (2023) #wmidreview https://t.co/s0g3xslxxc",okay here is our review for ant man and the wasp quantumania 2023,Positive
Seasons,zavvi,This week's episode of #TheMandalorian hinted at the return of a major villain - and set the stage for an epic second half of season three.  Check out our spoiler breakdown as we explore where the series can go next. 💥  Read more  &gt &gt  https://t.co/dWzrzIXPep https://t.co/QdKy9F4inJ,this week s episode of hinted at the return of a major villain and set the stage for an epic second half of season three check out our spoiler breakdown as we explore where the series can go next read more gt gt,Positive
Seasons,djaycoholyc,"Wow, this twisty in season 4 yak :)))))",wow this twisty in season 4 yak,Positive
Lightyear,HabisNontonFilm,@notmixmax @klikfilm @jamiebariza @netflixid @sidneyalesandra @damaranjar17 5. @chachacWh - Devils of Satan 2 (Cinema) 6. @lawakboxd - Prey (Disney+) 7. https://t.co/ew9vp3q3pn,5 devils of satan 2 cinema 6 prey disney 7,Negative
Seasons,slashfilm,"Check out the visual effects reel for #Hawkeye, read James Gunn debunk a #Peacemaker season 2 rumor, and more in today’s Superhero Bits. https://t.co/jZQT0uow4x",check out the visual effects reel for read james gunn debunk a season 2 rumor and more in today s superhero bits,Positive
Seasons,HabisNontonFilm,"Character Poster Season 12 American Horror Story: Delicate. Starring Emma Robert, Kim Kardashian, Cara Delevingne.   Airing September 20 on FX, continue to upstream. Usually following in Disney+. The release will be broken down 2 parts. https://t.co/igf4bfmawu",character poster season 12 american horror story delicate starring emma robert kim kardashian cara delevingne airing september 20 on fx continue to upstream usually following in disney the release will be broken down 2 parts,Negative
Buya Hamka,djaycoholyc,Prosthetic in the making for 3 main characters in Buya Hamka who is said to pour up to 3 billion.  This Eid is in theaters https://t.co/vsptrimrxj,prosthetic in the making for 3 main characters in buya hamka who is said to pour up to 3 billion this eid is in theaters,Negative
Seasons,djaycoholyc,There is a Bionic Woman on TV. Only 1 Season https://t.co/adwpwfs8er,there is a bionic woman on tv only 1 season,Negative
Seasons,CenayangFilm,@me_gaa the Linda Park in season 2 such as losing her charm. Maybe because he is here made too fragile.,the linda park in season 2 such as losing her charm maybe because he is here made too fragile,Negative
Seasons,akstanwyck,"Best of the Week: Awards Season Wrap, SXSW Preview, 'Nymphomaniac' on VOD and More http://t.co/0GaYBdTuFk",best of the week awards season wrap sxsw preview nymphomaniac on vod and more,Positive
Leo,akstanwyck,"Leos Carax and Sparks’ ‘Annette’ Evolution: A Failed Tim Burton Musical, 80 Original Songs, and More https://t.co/7RbVZs2Dn7 via @indiewire",leos carax and sparks annette evolution a failed tim burton musical 80 original songs and more via,Negative
Seasons,slashfilm,Season 3 of @TheBoysTV is coming to Blu-ray and DVD in October with a handful of special features. Here are all the details:  https://t.co/4KZ4E4Sabn,season 3 of is coming to blu ray and dvd in october with a handful of special features here are all the details,Negative
Para Betina Pengikut Iblis,danieldokter,The female followers of the devil are present.  #ParabetinThe followed https://t.co/9foxjmyver,the female followers of the devil are present followed,Positive
Seasons,ErikDavis,Tonight I began my summer series watching with season one of The Wire. Very excited...,tonight i began my summer series watching with season one of the wire very excited,Positive
Hunger,slashfilm,"Yet Another ‘The Hunger Games’ Clip, Not That We’re Complaining – Goodbye, Katniss http://t.co/BR0zy36L",yet another the hunger games clip not that we re complaining goodbye katniss,Negative
Hunger,commaditya,Garo is your patient edited in row.. Hung for two mac :(,garo is your patient edited in row hung for two mac,Negative
Layar,danieldokter,There are also growing. Just aware of the adequacy of the screen and holding out the outside blockbuster now is not the right solution. https://t.co/dgdqom9yr2,there are also growing just aware of the adequacy of the screen and holding out the outside blockbuster now is not the right solution,Negative
Layar,danieldokter,"If it's an unclear voice, it means that Dinda comes out from the screen, hayo2, ahahaha @yudhi907",if it s an unclear voice it means that dinda comes out from the screen hayo2 ahahaha,Negative
Seasons,BFI,Just a handful of #bficomedy highlights over the next couple of days - our Comedy Genius season is now at more than 100 venues nationwide! Find your local cinema listings here 👉 https://t.co/cqbzeELsvt https://t.co/eJ4Mg2OWbg,just a handful of highlights over the next couple of days our comedy genius season is now at more than 100 venues nationwide! find your local cinema listings here,Positive
Seasons,GilaFilmID,"@kampusfilmid prequel like this, so don't have to watch 2 season",prequel like this so don t have to watch 2 season,Negative
Seasons,WatchmenID,"Ahead of season 2, which is only a matter of days, it seems cool to watch again season 1 from the cool series about this metaverse. https://t.co/gffzwlmphk",ahead of season 2 which is only a matter of days it seems cool to watch again season 1 from the cool series about this metaverse,Positive
Layar,GilaFilmID,"Hayooo, don't go to sleep again, run around the complex for a while, take a shower and then lift Kenonbar #TheHOBBIT CC @MovieGeGepersid @Layar_TANCEP @TOTALFILMINDO",hayooo don t go to sleep again run around the complex for a while take a shower and then lift kenonbar cc,Positive
Rise,akstanwyck,Screen Talk: From Albert Maysles and Lena Dunham to the Rise and Fall of Abel Ferrara and Neill Blomkamp http://t.co/qn92rHYiUp,screen talk from albert maysles and lena dunham to the rise and fall of abel ferrara and neill blomkamp,Positive
Village,akstanwyck,"Public enemies about to start at mann village: depp, bale, cotillard, mann all here",public enemies about to start at mann village depp bale cotillard mann all here,Negative
Seasons,GilaFilmID,Nobar Game of Thrones Season 6 every Monday with crazy movie https://t.co/ec8q0du4zp,nobar game of thrones season 6 every monday with crazy movie,Positive
Rustin,akstanwyck,‘Rustin’ Director George C. Wolfe on Netflix Film’s Stakes – IndieWire https://t.co/HSjBWuFW8r,rustin director george c wolfe on netflix film s stakes indiewire,Positive
Seasons,ErikDavis,"@TheDarthKnight1 Spike operates in his own chaotic ways. He's passionate and crazy and a truly wonderful man, and as someone who interviewed him twice during awards season, I learned you just gotta roll with where he's at knowing no matter what it'll be a memorable ride.",spike operates in his own chaotic ways he s passionate and crazy and a truly wonderful man and as someone who interviewed him twice during awards season i learned you just gotta roll with where he s at knowing no matter what it ll be a memorable ride,Positive
Layar,ScreenSaversID,"What? The forehead is wide? ""@Imandita: wuih aurel maen widescreen movie""",what? the forehead is wide? wuih aurel maen widescreen movie,Negative
AKA,rayculz,"Every king / an important person, must have a doppelganger aka shadow that is similar to him. So that if there is a tempest, he does not become a victim. But not that simple, when the premise was painted through a story with a beautiful visual & amp cinematography by Zhang Yimou.  #Novemberarthouse https://t.co/mvgrwfs2jv",every king an important person must have a doppelganger aka shadow that is similar to him so that if there is a tempest he does not become a victim but not that simple when the premise was painted through a story with a beautiful visual amp cinematography by zhang yimou,Positive
Seasons,BFI,Wondering where to begin with our Youssef Chahine season this July?  https://t.co/26uVjtkIEu,wondering where to begin with our youssef chahine season this july?,Negative
Seasons,moviemenfes,Lupin Season 3 - MVS - Who likes this series? https://t.co/eku52nyisk,lupin season 3 mvs who likes this series?,Negative
Rise,slashfilm,First Look: '300: Rise of an Empire' http://t.co/nCe2d4OWfu,first look 300 rise of an empire,Positive
Seasons,GilaFilmID,Thank you to the crazy friends of the film who have registered Nobar Episode Final Season 7 #Gameofthrones. And Fix Penda ... https://t.co/6eajpol9fy https://t.co/osr0zagvpx,thank you to the crazy friends of the film who have registered nobar episode final season 7 and fix penda,Positive
I'm Thinking of Ending Things,paradigmafilm,"I'm thinking of ending things

This cute is Charlie Kaufman's new film. There is Toni Colette too, beuuhh is horrified as delicious Ã ° Å¸¸

September 4 on Netflix. https://t.co/3ni0eipybv",i m thinking of ending things this cute is charlie kaufman s new film there is toni colette too beuuhh is horrified as delicious september 4 on netflix,Positive
Bayi Ajaib,djaycoholyc,This is said to be afraid of the magic baby movie but how come the detailed scenes (/-_-)/,this is said to be afraid of the magic baby movie but how come the detailed scenes,Negative
Seasons,djaycoholyc,"Interestingly, the superhero character is more annoying in season 2 :)))",interestingly the superhero character is more annoying in season 2,Negative
AKA,moviemenfes,Guess Yuk Matt Murdock aka Daredevil will appear in She-Hulk Episode What MVS Sender Nebak Eps 8,guess yuk matt murdock aka daredevil will appear in she hulk episode what mvs sender nebak eps 8,Negative
Strange World,moviemenfes,MVS Strange World today Disney+ https://t.co/p5f6nzxswt,mvs strange world today disney,Positive
Hunger,ErikDavis,"Wow, The Hunger Games is now @Fandango's top-selling franchise opener of all time. 2,000 showtimes sold out prior to release",wow the hunger games is now s top selling franchise opener of all time 2 000 showtimes sold out prior to release,Positive
Layar,sinemagerbanget,"7. Shazam!  The comic doesn't read, the film also debuted on the silver screen, but the feeling of watching was very familiar and warm. In addition to the very 90s Christmas-Y settings, Shazam's movie nuances! It also tastes classic superhero films. Heavy wholesome dah ❤️ https://t.co/8wapiqin9t",7 shazam! the comic doesn t read the film also debuted on the silver screen but the feeling of watching was very familiar and warm in addition to the very 90s christmas y settings shazam s movie nuances! it also tastes classic superhero films heavy wholesome dah,Positive
Ketika Berhenti di Sini,bicaraboxoffice,July Chase Dream Gaspol! Dance Death of a Thousand River Window Cock Cock Cock when it stops here Mantra Surugana,july chase dream gaspol! dance death of a thousand river window cock cock cock when it stops here mantra surugana,Negative
Leo,akstanwyck,"Review: Leos Carax's Holy Motors"" Is Bonkers http://t.co/KENwvXof""",review leos carax s holy motors is bonkers,Positive
Cash,aerorun,Donations collected 412 million which up to only 3 million cash and crutches plus food ingredients worth 3 million. Which seems like this better just burned https://t.co/4nkcy3vsva,donations collected 412 million which up to only 3 million cash and crutches plus food ingredients worth 3 million which seems like this better just burned,Negative
Layar,sir_amirsyarif,#ThematrixResurrections get the IMAX screen in Medan but only one hour of screening ... and afternoon hours too. Waiting for the weekend means watching it.,get the imax screen in medan but only one hour of screening and afternoon hours too waiting for the weekend means watching it,Negative
Seasons,slashfilm,The criminally underrated Warrior returns for a third season this month. Watch the latest trailer.  https://t.co/6EN0qNTR7h,the criminally underrated warrior returns for a third season this month watch the latest trailer,Negative
Seasons,BFI,Don’t miss the last of Eric Rohmer’s Tales of Four Seasons this week at BFI Southbank http://t.co/ef5ODJbglp http://t.co/fj9YwAL9Yk,don t miss the last of eric rohmer s tales of four seasons this week at bfi southbank,Positive
Seasons,TarizSolis,"Monopoly Money, Om Djay: O RT @djaycoholyc: The peak position, Mariah Carey (American Idol, Fox) paid $ 17,000,000/season!, All money? : |",monopoly money om djay o the peak position mariah carey american idol fox paid 17 000 000 season! all money?,Negative
Black Panther- Wakanda Forever,zavvi,"***OUT NOW***  Black Panther 4K Ultra HD  Lenticular Edition Steelbook, exclusive to Zavvi.  Wakanda Forever!!! #BlackPanther   Shop now &gt &gt  https://t.co/SfNvDGjn1D https://t.co/S9iNWGP9Ho",out now black panther 4k ultra hd lenticular edition steelbook exclusive to zavvi wakanda forever!!! shop now gt gt,Negative
Turning Red,moviegoersID,#Turningred March 11 at Disney+ https://t.co/krdcnmjazn,march 11 at disney,Positive
Ballerina,TarizSolis,Oalah. 'Ballerina' is a kind of 'la la land' in the animated film version.,oalah ballerina is a kind of la la land in the animated film version,Negative
Layar,TarizSolis,Checking today's cinema schedule and shaking his head to see the increase in Warkop DKI Reborn screen many times. Crazy!,checking today s cinema schedule and shaking his head to see the increase in warkop dki reborn screen many times crazy!,Positive
Seasons,WatchmenID,"Girl from nowhere s2!  Yes, this weekend can already watch season 2.  What is your Netflix account? There still is?  https://t.co/dagmmGoeyh",girl from nowhere s2! yes this weekend can already watch season 2 what is your netflix account? there still is?,Negative
Seasons,zavvi,"Awesome new releases on site now including The Woman in Black, Dexter Season 6 and Safe House. Check them out here... http://t.co/UU6lVvhy",awesome new releases on site now including the woman in black dexter season 6 and safe house check them out here,Positive
Seasons,CenayangFilm,Season 2 is already ... Joke is better than the first https://t.co/mus5zsgoxl,season 2 is already joke is better than the first,Negative
Layar,bicaraboxoffice,"Provinces outside Java with the most cinema screens are North Sumatra. Well, where is the province outside of Java in second place in the most cinema screen after North Sumatra?",provinces outside java with the most cinema screens are north sumatra well where is the province outside of java in second place in the most cinema screen after north sumatra?,Negative
Seasons,MovieManID,"Dark Season 3 (Netflix) may be biased, but seeing a super neat twist and closed with a moving end that makes the heart warm. Especially if you've read Hidden Meaning from his small print. Ah! Sukak! https://t.co/lqghws0ozd",dark season 3 netflix may be biased but seeing a super neat twist and closed with a moving end that makes the heart warm especially if you ve read hidden meaning from his small print ah! sukak!,Positive
Seasons,zavvi,Get 10% off 7 seasons of Star Trek: The Next Generation on Blu-Ray with the code 'SCIFI10'. BINGEWATCHING ENGAGE!  https://t.co/LD9sYe3i8i https://t.co/heWRqq4ftC,get 10 off 7 seasons of star trek the next generation on blu ray with the code scifi10 bingewatching engage!,Positive
Hunger,AnakNonton,"#Flashnews Lionsgate: Gala Premier The Hunger Games: Catching Fire ""will be held in Italy.""",lionsgate gala premier the hunger games catching fire will be held in italy,Positive
Seasons,WatchmenID,"Who knows interested in wanting to know the series that is more or less discussed about the music industry in general, all the way ups can be marked. 1 season 10 episodes are in Mola. https://t.co/zezjpxx5do",who knows interested in wanting to know the series that is more or less discussed about the music industry in general all the way ups can be marked 1 season 10 episodes are in mola,Negative
Rise,ErikDavis,BOX OFFICE: #BlackWidow opens w/ a global haul of around $218M: - $80M at the domestic box office  - $78M at the international box office - $60M+ from Disney+ globally It’s the biggest domestic opening since 2019’s RISE OF SKYWALKER https://t.co/IoUg5ipZSS,box office opens w a global haul of around 218m 80m at the domestic box office 78m at the international box office 60m from disney globally it s the biggest domestic opening since 2019 s rise of skywalker,Positive
Nowhere,moviemenfes,"⚠️ Spoiler girl from nowhere ⚠️ ih yeah yes, yuri has two -faced, to the enemy sometimes good in front but originally there is just evil intentions duhhh/mvs/https://t.co/ilvul9fnus",spoiler girl from nowhere ih yeah yes yuri has two faced to the enemy sometimes good in front but originally there is just evil intentions duhhh mvs,Negative
Seasons,akstanwyck,"‘True Detective’ Season 3: Despite Changes, the HBO Drama Still Has an Auteur TV Problem https://t.co/YhHvwyWVPe via @indiewire",true detective season 3 despite changes the hbo drama still has an auteur tv problem via,Negative
